,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,o3,pm10,pm2.5,so2,data
2925,2019-09-19,NA,NA,795.208.333.333.333,NA,NA,22.6,26.3,20.2,NA,1129,616674,183.078.903.926.548,NA,11.04,30.29,47.12,NA,29.46,NA,NA,2019-09-19
2926,2019-09-20,NA,NA,787.083.333.333.333,NA,NA,222.375,24.7,19.2,NA,1133,639899,177.059.192.153.762,NA,8.21,30.38,43.04,NA,30.46,NA,NA,2019-09-20
2927,2019-09-21,NA,NA,87.625,NA,NA,212.520.833.333.333,22.4,19.6,NA,309,200416,154.179.307.041.354,NA,2.88,20.54,25.12,NA,22.38,NA,NA,2019-09-21
2928,2019-09-22,NA,NA,825.208.333.333.333,NA,NA,2.261.875,27.1,18.6,NA,186,114810,16.200.679.383.329,NA,4.96,29.58,37.29,NA,24.29,NA,NA,2019-09-22
2929,2019-09-23,NA,NA,71.75,NA,NA,214.979.166.666.667,24.5,17.8,NA,1568,736663,212.851.738.176.072,NA,9.67,24.12,39.25,NA,17.83,NA,NA,2019-09-23
2930,2019-09-24,NA,NA,72,NA,NA,233.770.833.333.333,28.5,18.2,NA,331,212580,155.706.087.120.143,NA,10.5,35.58,51.88,NA,27.5,NA,NA,2019-09-24
2931,2019-09-25,NA,NA,739.791.666.666.667,NA,NA,219.208.333.333.333,23.9,20.6,NA,1716,857317,200.159.334.295.249,NA,8.43,22.7,35.74,NA,21.35,NA,NA,2019-09-25
2932,2019-09-26,NA,NA,762.291.666.666.667,NA,NA,224.916.666.666.667,26.5,19.2,NA,1390,723954,192.001.149.244.289,NA,8.86,29.23,42.68,NA,21.95,NA,NA,2019-09-26
2933,2019-09-27,NA,NA,852.291.666.666.667,NA,NA,224.854.166.666.667,25.8,19.4,NA,1320,681759,193.616.805.938.755,NA,19.75,44.42,74.12,NA,35.42,NA,NA,2019-09-27
2934,2019-09-28,NA,NA,782.291.666.666.667,NA,NA,224.541.666.666.667,25.1,20.6,NA,337,224800,14.991.103.202.847,NA,03.04,24.29,28.33,NA,21.79,NA,NA,2019-09-28
2935,2019-09-29,NA,NA,816.458.333.333.333,NA,NA,229.708.333.333.333,27.4,18.8,NA,252,163739,15.390.346.832.459,NA,3.29,29.21,33.96,NA,30.17,NA,NA,2019-09-29
2936,2019-09-30,NA,NA,800.416.666.666.667,NA,NA,224.583.333.333.333,26.1,19.8,NA,1819,916166,198.544.805.199.058,NA,13.54,31.96,52.33,NA,33.42,NA,NA,2019-09-30
2937,2019-10-01,NA,NA,813.958.333.333.333,NA,NA,228.395.833.333.333,26.9,18.7,NA,1479,761958,194.105.186.900.065,NA,12.09,35.45,53.59,NA,38.79,NA,NA,2019-10-01
2938,2019-10-02,NA,NA,702.916.666.666.667,NA,NA,217.083.333.333.333,24.8,18.9,NA,1304,732953,177.910.452.648.396,NA,3.88,23.21,28.33,NA,31.88,NA,NA,2019-10-02
2939,2019-10-03,NA,NA,613.541.666.666.667,NA,NA,206.541.666.666.667,23.8,17.3,NA,1305,705295,185.028.959.513.395,NA,6.96,36.25,46.33,NA,36.54,NA,NA,2019-10-03
2940,2019-10-04,NA,NA,707.083.333.333.333,NA,NA,2.076.875,24.1,17.2,NA,1215,638614,190.255.772.657.662,NA,13.58,45.08,65.5,NA,38.88,NA,NA,2019-10-04
2941,2019-10-05,NA,NA,790.416.666.666.667,NA,NA,203.125,22.7,18.8,NA,363,245200,148.042.414.355.628,NA,2.96,29.92,34,NA,33.29,NA,NA,2019-10-05
2942,2019-10-06,NA,NA,813.541.666.666.667,NA,NA,204.520.833.333.333,22,18.4,NA,231,159471,144.853.923.283.857,NA,3.96,24.46,30.33,NA,26.08,NA,NA,2019-10-06
2943,2019-10-07,NA,NA,640.625,NA,NA,206.979.166.666.667,24.4,17.4,NA,1920,978743,196.169.985.379.206,NA,7.79,39.58,51.17,NA,54.96,NA,NA,2019-10-07
2944,2019-10-08,NA,NA,722.083.333.333.333,NA,NA,215.333.333.333.333,25,17.5,NA,1637,837289,195.511.943.904.673,NA,18.46,40.46,68.29,NA,54.17,NA,NA,2019-10-08
2945,2019-10-09,NA,NA,818.125,NA,NA,206.166.666.666.667,24.3,18.4,NA,1490,759275,196.239.834.052.221,NA,17.38,39.92,66.21,NA,35.91,NA,NA,2019-10-09
2946,2019-10-10,NA,NA,765.416.666.666.667,NA,NA,196.854.166.666.667,21.7,18.4,NA,1437,763555,188.198.623.543.818,NA,8.21,35.5,47.83,NA,24.46,NA,NA,2019-10-10
2947,2019-10-11,NA,NA,821.666.666.666.667,NA,NA,210.708.333.333.333,23.8,18.8,NA,1421,737578,192.657.590.112.503,NA,14.29,45.29,67,NA,41.21,NA,NA,2019-10-11
2948,2019-10-12,NA,NA,871.458.333.333.333,NA,NA,214.791.666.666.667,24,18.8,NA,250,164158,152.292.303.756.137,NA,14.33,29.67,51.04,NA,25.46,NA,NA,2019-10-12
2949,2019-10-13,NA,NA,873.333.333.333.333,NA,NA,221.895.833.333.333,24,19.8,NA,262,179692,145.805.044.186.719,NA,1.54,14.88,16.46,NA,24.29,NA,NA,2019-10-13
2950,2019-10-14,NA,NA,904.166.666.666.667,NA,NA,215.645.833.333.333,23.7,19.7,NA,1890,960850,196.700.837.799.865,NA,3.92,23.67,28.88,NA,33.12,NA,NA,2019-10-14
2951,2019-10-15,NA,NA,536.458.333.333.333,NA,NA,179.729.166.666.667,22.1,15.3,NA,1610,831459,193.635.525.022.881,NA,3.42,25.42,30,NA,13.38,NA,NA,2019-10-15
2952,2019-10-16,NA,NA,583.125,NA,NA,184.395.833.333.333,23.2,13.6,NA,1483,782333,189.561.222.650.713,NA,18.27,44.18,72,NA,31.75,NA,NA,2019-10-16
2953,2019-10-17,NA,NA,667.916.666.666.667,NA,NA,190.395.833.333.333,23.5,13.5,NA,1471,780779,188.401.583.546.689,NA,31.42,57.83,105.58,NA,39.71,NA,NA,2019-10-17
2954,2019-10-18,NA,NA,695.625,NA,NA,197.416.666.666.667,23.5,16.3,NA,853,472545,180.511.908.918.727,NA,25.58,57.58,96.46,NA,36.96,NA,NA,2019-10-18
2955,2019-10-19,NA,NA,822.916.666.666.667,NA,NA,204.166.666.666.667,24.3,16.1,NA,398,256721,155.032.116.577.919,NA,16.62,49,74.46,NA,33.12,NA,NA,2019-10-19
2956,2019-10-20,NA,NA,705.833.333.333.333,NA,NA,216.041.666.666.667,24.7,18.8,NA,237,150435,157.543.124.937.681,NA,6.79,29.58,39.71,NA,26.38,NA,NA,2019-10-20
2957,2019-10-21,NA,NA,732.291.666.666.667,NA,NA,171.604.166.666.667,18.3,15.9,NA,1911,1004828,190.181.802.258.695,NA,8.64,31.55,44.64,NA,13.76,NA,NA,2019-10-21
2958,2019-10-22,NA,NA,854.375,NA,NA,185.145.833.333.333,21.2,14.8,NA,1495,792276,18.869.686.826.308,NA,3.83,24.42,30.12,NA,18.96,NA,NA,2019-10-22
2959,2019-10-23,NA,NA,800.208.333.333.333,NA,NA,1.743.125,20.4,14.8,NA,1512,819230,184.563.553.580.801,NA,13,33,52.46,NA,24.5,NA,NA,2019-10-23
2960,2019-10-24,NA,NA,720.416.666.666.667,NA,NA,1.643.125,20.3,13.1,NA,1287,688415,186.951.184.968.369,NA,20.75,37.38,69.12,NA,22.33,NA,NA,2019-10-24
2961,2019-10-25,NA,NA,754.375,NA,NA,164.083.333.333.333,20.1,13,NA,1221,680493,179.428.737.694.583,NA,25.29,45.08,83.79,NA,22.79,NA,NA,2019-10-25
2962,2019-10-26,NA,NA,769.791.666.666.667,NA,NA,167.520.833.333.333,22.2,12.7,NA,332,229595,144.602.452.143.993,NA,13.54,40.08,60.42,NA,20.79,NA,NA,2019-10-26
2963,2019-10-27,NA,NA,850.416.666.666.667,NA,NA,171.458.333.333.333,21.8,13.3,NA,234,166366,14.065.373.934.578,NA,8.83,43.3,56.52,NA,26.52,NA,NA,2019-10-27
2964,2019-10-28,NA,NA,847.708.333.333.333,NA,NA,175.395.833.333.333,21,13.6,NA,1988,991636,200.476.787.853.608,NA,24.46,55,92.38,NA,33.25,NA,NA,2019-10-28
2965,2019-10-29,NA,NA,889.583.333.333.333,NA,NA,174.833.333.333.333,20.7,14.8,NA,1536,810289,189.561.995.781.752,NA,38.12,52.21,110.17,NA,35.42,NA,NA,2019-10-29
2966,2019-10-30,NA,NA,813.333.333.333.333,NA,NA,178.625,22.6,13.6,NA,1381,743980,185.623.269.442.727,NA,43.71,64.08,130.62,NA,41.62,NA,NA,2019-10-30
2967,2019-10-31,NA,NA,77.75,NA,NA,185.770.833.333.333,21.6,15.7,NA,1325,708634,18.697.945.624.963,NA,24.04,53.52,90.04,NA,32.88,NA,NA,2019-10-31
2968,2019-11-01,NA,NA,835.625,NA,NA,174.041.666.666.667,20.1,15,NA,286,196573,145.493.022.948.218,NA,25.08,44.88,82.92,NA,27.21,NA,NA,2019-11-01
2969,2019-11-02,NA,NA,742.708.333.333.333,NA,NA,195.875,23.9,15.4,NA,516,319758,161.372.037.603.438,NA,17.5,41.38,68.12,NA,22,NA,NA,2019-11-02
2970,2019-11-03,NA,NA,491.041.666.666.667,NA,NA,187.854.166.666.667,21,15.5,NA,263,174780,150.474.882.709.692,NA,1.92,14.25,16.79,NA,17.46,NA,NA,2019-11-03
2971,2019-11-04,NA,NA,559.166.666.666.667,NA,NA,190.166.666.666.667,23.8,14,NA,2093,1024459,204.302.954.046.965,NA,18.5,40.08,68.04,NA,25.17,NA,NA,2019-11-04
2972,2019-11-05,NA,NA,499.791.666.666.667,NA,NA,1.673.125,18.7,13.1,NA,1741,918943,189.456.799.823.275,NA,03.08,17.88,22.21,NA,22.96,NA,NA,2019-11-05
2973,2019-11-06,NA,NA,558.333.333.333.333,NA,NA,146.770.833.333.333,18.9,11.5,NA,1697,883127,192.158.092.777.143,NA,4.54,22.96,29.71,NA,19.65,NA,NA,2019-11-06
2974,2019-11-07,NA,NA,55,NA,NA,1.459.375,18.5,11.4,NA,1605,879066,182.580.147.565.712,NA,12.83,40.75,60.29,NA,28.96,NA,NA,2019-11-07
2975,2019-11-08,NA,NA,520.208.333.333.333,NA,NA,117.791.666.666.667,15.2,9.3,NA,1497,781445,191.568.184.581.129,NA,4.62,22.21,29.12,NA,26.38,NA,NA,2019-11-08
2976,2019-11-09,NA,NA,553.541.666.666.667,NA,NA,1.253.125,15.8,8.5,NA,398,269377,147.748.322.982.289,NA,03.08,20.46,24.83,NA,22.29,NA,NA,2019-11-09
2977,2019-11-10,NA,NA,686.666.666.666.667,NA,NA,115.666.666.666.667,15.5,9,NA,277,192698,143.748.248.554.733,NA,2.42,19.96,23.46,NA,9.54,NA,NA,2019-11-10
2978,2019-11-11,NA,NA,50.625,NA,NA,1.181.875,16.2,7.9,NA,2161,1085892,199.006.899.396.993,NA,5.75,25.71,34.29,NA,13.62,NA,NA,2019-11-11
2979,2019-11-12,NA,NA,58.125,NA,NA,1.255.625,17.4,8.9,NA,1875,952214,196.909.518.238.547,NA,12.29,38.75,57.58,NA,19.62,NA,NA,2019-11-12
2980,2019-11-13,NA,NA,761.458.333.333.333,NA,NA,1.144.375,14.8,9.5,NA,1711,923017,185.370.366.959.655,NA,25.08,47.67,85.92,NA,21.88,NA,NA,2019-11-13
2981,2019-11-14,NA,NA,851.458.333.333.333,NA,NA,985.208.333.333.333,12.5,6.9,NA,1561,857376,182.067.144.403.389,NA,43.58,51.46,117.88,NA,19.08,NA,NA,2019-11-14
2982,2019-11-15,NA,NA,659.375,NA,NA,933.958.333.333.333,13.1,6.7,NA,1505,782359,19.236.693.129.369,NA,11.42,36.96,54.21,NA,14.83,NA,NA,2019-11-15
2983,2019-11-16,NA,NA,627.708.333.333.333,NA,NA,959.375,13.6,7.1,NA,367,238760,153.710.839.336.572,NA,4.67,25.33,32.21,NA,11.75,NA,NA,2019-11-16
2984,2019-11-17,NA,NA,635.625,NA,NA,102.895.833.333.333,13.4,7,NA,258,176965,145.791.540.700.138,NA,08.04,25.71,37.75,NA,12.17,NA,NA,2019-11-17
2985,2019-11-18,NA,NA,681.041.666.666.667,NA,NA,108.770.833.333.333,14.1,7.7,NA,2408,1138108,211.579.217.438.064,NA,21,40.54,72.38,NA,22,NA,NA,2019-11-18
2986,2019-11-19,NA,NA,633.541.666.666.667,NA,NA,892.708.333.333.333,12.8,6,NA,1944,1004991,193.434.568.070.759,NA,29.14,43.73,88.09,NA,22.1,NA,NA,2019-11-19
2987,2019-11-20,NA,NA,75,NA,NA,910.416.666.666.667,13.7,4.4,NA,1799,939167,191.552.727.044.285,NA,60.54,57.79,150.12,NA,35.33,NA,NA,2019-11-20
2988,2019-11-21,NA,NA,72.5,NA,NA,114.520.833.333.333,15.6,7.1,NA,1770,892051,198.419.148.680.961,NA,29.04,52.21,96.33,NA,26.5,NA,NA,2019-11-21
2989,2019-11-22,NA,NA,884.583.333.333.333,NA,NA,1.285.625,15.6,8.4,NA,1611,838401,192.151.488.368.931,NA,29.46,50.33,95.21,NA,20.62,NA,NA,2019-11-22
2990,2019-11-23,NA,NA,704.583.333.333.333,NA,NA,135.083.333.333.333,15.7,10.8,NA,366,252277,145.078.623.893.577,NA,3.88,17.08,21.5,NA,9.25,NA,NA,2019-11-23
2991,2019-11-24,NA,NA,629.583.333.333.333,NA,NA,12.425,16.1,10.2,NA,274,189118,144.883.088.865.153,NA,3.92,17.17,21.54,NA,10.83,NA,NA,2019-11-24
2992,2019-11-25,NA,NA,727.916.666.666.667,NA,NA,124.145.833.333.333,17.8,9.1,NA,2385,1136111,209.926.670.897.474,NA,65.88,47.04,147,NA,25.79,NA,NA,2019-11-25
2993,2019-11-26,NA,NA,791.458.333.333.333,NA,NA,132.958.333.333.333,18.9,8,NA,1981,1007501,196.625.115.012.293,NA,60.04,56.46,148.08,NA,31.38,NA,NA,2019-11-26
2994,2019-11-27,NA,NA,585.208.333.333.333,NA,NA,1.581.875,19.1,11.3,NA,1966,968551,202.983.632.250.651,NA,14.42,45.92,67.5,NA,18.04,NA,NA,2019-11-27
2995,2019-11-28,NA,NA,587.916.666.666.667,NA,NA,1.584.375,19.9,11.6,NA,1711,874769,195.594.494.089.297,NA,19.67,49.29,78.92,NA,20.88,NA,NA,2019-11-28
2996,2019-11-29,NA,NA,754.583.333.333.333,NA,NA,154.229.166.666.667,17.1,12.2,NA,1595,860317,185.396.778.164.328,NA,13.71,32.04,52.08,NA,17.38,NA,NA,2019-11-29
2997,2019-11-30,NA,NA,867.083.333.333.333,NA,NA,139.729.166.666.667,17.8,11,NA,436,272750,159.853.345.554.537,NA,22.38,50.08,83.88,NA,22.04,NA,NA,2019-11-30
2998,2019-12-01,NA,NA,838.541.666.666.667,NA,NA,137.208.333.333.333,15.9,11.5,NA,296,202919,145.871.012.571.519,NA,10.88,33.67,49.88,NA,18.33,NA,NA,2019-12-01
2999,2019-12-02,NA,NA,767.083.333.333.333,NA,NA,11.4375,14.6,8.3,NA,2607,1190935,218.903.634.539.249,NA,54.84,57.63,141.21,NA,32.17,NA,NA,2019-12-02
3000,2019-12-03,NA,NA,689.791.666.666.667,NA,NA,1.180.625,14.6,8.2,NA,2102,1002214,209.735.645.281.347,NA,35.96,40.54,95.12,NA,27.95,NA,NA,2019-12-03
3001,2019-12-04,NA,NA,892.708.333.333.333,NA,NA,124.604.166.666.667,14.4,11,NA,1666,896030,185.931.274.622.501,NA,3,21.42,24.92,NA,17.91,NA,NA,2019-12-04
3002,2019-12-05,NA,NA,826.458.333.333.333,NA,NA,124.604.166.666.667,13.9,10.9,NA,1857,947636,195.961.318.480.936,NA,7.42,38.71,49.29,NA,11.12,NA,NA,2019-12-05
3003,2019-12-06,NA,NA,850.625,NA,NA,123.416.666.666.667,16.6,9.5,NA,359,236451,151.828.497.236.214,NA,16.83,50.79,76.25,NA,19.29,NA,NA,2019-12-06
3004,2019-12-07,NA,NA,840.833.333.333.333,NA,NA,11.2875,15.9,8.4,NA,566,355383,159.264.793.194.947,NA,22.17,41.17,74.46,NA,17.17,NA,NA,2019-12-07
3005,2019-12-08,NA,NA,801.875,NA,NA,104.958.333.333.333,14.7,6.9,NA,369,247856,148.876.767.155.122,NA,09.08,26.58,40.25,NA,12.88,NA,NA,2019-12-08
3006,2019-12-09,NA,NA,656.458.333.333.333,NA,NA,120.208.333.333.333,16.1,8.1,NA,2746,1214001,226.194.212.360.616,NA,09.05,31.45,44.68,NA,18.54,NA,NA,2019-12-09
3007,2019-12-10,NA,NA,72.625,NA,NA,984.166.666.666.667,13.8,6.2,NA,2205,1052673,209.466.757.483.093,NA,40.54,49.33,111.04,NA,25.58,NA,NA,2019-12-10
3008,2019-12-11,NA,NA,724.791.666.666.667,NA,NA,10.35,15.9,6.7,NA,2067,1029047,200.865.460.955.622,NA,36.29,48.42,104,NA,27.12,NA,NA,2019-12-11
3009,2019-12-12,NA,NA,60.375,NA,NA,11.3875,13.5,9.2,NA,1875,947420,197.905.891.790.336,NA,07.08,28.12,38.58,NA,11.29,NA,NA,2019-12-12
3010,2019-12-13,NA,NA,612.083.333.333.333,NA,NA,167.875,20.2,12.3,NA,1779,845717,210.354.054.606.919,NA,03.08,15.5,19.83,NA,13.17,NA,NA,2019-12-13
3011,2019-12-14,NA,NA,570.208.333.333.333,NA,NA,159.604.166.666.667,18.1,12.2,NA,503,320148,157.114.834.389.095,NA,4.46,22.62,29,NA,12.42,NA,NA,2019-12-14
3012,2019-12-15,NA,NA,667.708.333.333.333,NA,NA,137.666.666.666.667,17.7,10.3,NA,340,219273,155.057.850.259.722,NA,4.29,32.21,38.54,NA,13.33,NA,NA,2019-12-15
3013,2019-12-16,NA,NA,86.125,NA,NA,12.4125,15.3,8.9,NA,2649,1194515,221.763.644.659.129,NA,44.82,49.95,118.18,NA,26.56,NA,NA,2019-12-16
3014,2019-12-17,NA,NA,886.041.666.666.667,NA,NA,144.604.166.666.667,16.8,12.1,NA,2257,1102042,204.801.631.879.729,NA,43.17,47.62,113.67,NA,97.83,NA,NA,2019-12-17
3015,2019-12-18,NA,NA,861.041.666.666.667,NA,NA,140.875,17.4,11.2,NA,2037,1042806,195.338.346.729.881,NA,28.95,41.14,85.36,NA,100.79,NA,NA,2019-12-18
3016,2019-12-19,NA,NA,88.125,NA,NA,128.708.333.333.333,15.3,9.5,NA,1901,971865,195.603.298.812.078,NA,43.83,49.83,116.54,NA,63.62,NA,NA,2019-12-19
3017,2019-12-20,NA,NA,855.416.666.666.667,NA,NA,149.854.166.666.667,17.4,13.1,NA,1693,905008,187.070.169.545.463,NA,20.29,54.42,85.42,NA,27.62,NA,NA,2019-12-20
3018,2019-12-21,NA,NA,774.583.333.333.333,NA,NA,149.541.666.666.667,18.3,11.2,NA,577,374552,154.050.705.909.994,NA,13.46,44.83,65.04,NA,15.67,NA,NA,2019-12-21
3019,2019-12-22,NA,NA,482.916.666.666.667,NA,NA,16.3,18.4,13.6,NA,398,251522,158.236.655.242.881,NA,1.92,10.83,12.88,NA,12.38,NA,NA,2019-12-22
3020,2019-12-23,NA,NA,597.083.333.333.333,NA,NA,128.979.166.666.667,16.1,9.3,NA,2234,1066884,209.394.835.802.205,NA,15.5,32.92,56.04,NA,17.33,NA,NA,2019-12-23
3021,2019-12-24,NA,NA,73.75,NA,NA,120.229.166.666.667,17.6,7.9,NA,1413,744982,189.669.012.137.206,NA,25.21,40.58,79,NA,21.08,NA,NA,2019-12-24
3022,2019-12-25,NA,NA,821.041.666.666.667,NA,NA,118.958.333.333.333,17.9,7.5,NA,411,260606,157.709.339.002.172,NA,24.83,38.5,76.25,NA,20.5,NA,NA,2019-12-25
3023,2019-12-26,NA,NA,832.708.333.333.333,NA,NA,116.791.666.666.667,16,8.7,NA,500,327040,152.886.497.064.579,NA,19.25,32.21,61.5,NA,18.04,NA,NA,2019-12-26
3024,2019-12-27,NA,NA,78.625,NA,NA,101.520.833.333.333,14.3,7.1,NA,2405,1173680,204.911.049.008.248,NA,21.79,32.54,65.92,NA,17.92,NA,NA,2019-12-27
3025,2019-12-28,NA,NA,835.416.666.666.667,NA,NA,9.7625,14.6,5.6,NA,737,501739,146.889.119.641.886,NA,31.54,39.79,88.04,NA,25.62,NA,NA,2019-12-28
3026,2019-12-29,NA,NA,768.541.666.666.667,NA,NA,121.020.833.333.333,14.1,10.4,NA,486,332470,146.178.602.580.684,NA,14.88,35.12,57.42,NA,22,NA,NA,2019-12-29
3027,2019-12-30,NA,NA,764.791.666.666.667,NA,NA,110.833.333.333.333,14.2,7.6,NA,2263,1137587,198.929.840.091.351,NA,22.58,46.33,80.54,NA,26.54,NA,NA,2019-12-30
3028,2019-12-31,NA,NA,71.625,NA,NA,106.354.166.666.667,14,6.8,NA,1266,742389,170.530.543.960.107,NA,9.39,32.39,46.74,NA,19.52,NA,NA,2019-12-31
3029,2020-01-01,NA,NA,810.416.666.666.667,NA,NA,834.583.333.333.333,12,4.7,NA,351,255247,137.513.859.124.691,NA,13.29,32.29,52.62,NA,15.17,NA,NA,2020-01-01
3030,2020-01-02,NA,NA,80.75,NA,NA,890.625,13.9,4.2,NA,2228,1188784,187.418.404.016.205,NA,30.58,39.25,85.75,NA,20.92,NA,NA,2020-01-02
3031,2020-01-03,NA,NA,774.791.666.666.667,NA,NA,9.0625,13.5,6.2,NA,1795,983068,182.591.641.676.873,NA,23.46,38.83,74.75,NA,18.83,NA,NA,2020-01-03
3032,2020-01-04,NA,NA,686.666.666.666.667,NA,NA,887.916.666.666.667,14.6,4.8,NA,705,469907,150.029.686.725.246,NA,18,32.58,59.83,NA,17.17,NA,NA,2020-01-04
3033,2020-01-05,NA,NA,738.958.333.333.333,NA,NA,922.916.666.666.667,14.2,5.1,NA,527,369104,142.778.187.177.598,NA,13.88,29.29,50.33,NA,12.92,NA,NA,2020-01-05
3034,2020-01-06,NA,NA,778.541.666.666.667,NA,NA,933.958.333.333.333,14.1,5.9,NA,431,305464,141.096.823.193.568,NA,26.46,42.75,83.21,NA,22.67,NA,NA,2020-01-06
3035,2020-01-07,NA,NA,774.166.666.666.667,NA,NA,906.875,15.4,4.8,NA,2527,1355849,186.377.686.600.794,NA,45.21,52.12,121,NA,29.29,NA,NA,2020-01-07
3036,2020-01-08,NA,NA,828.958.333.333.333,NA,NA,928.958.333.333.333,15.6,4.9,NA,2178,1182049,184.256.321.015.457,NA,67.08,55,157.33,NA,32.25,NA,NA,2020-01-08
3037,2020-01-09,NA,NA,87.125,NA,NA,951.666.666.666.667,14.2,5,NA,2103,1153260,18.235.263.513.865,NA,58.75,54.04,143.83,NA,31.5,NA,NA,2020-01-09
3038,2020-01-10,NA,NA,87.875,NA,NA,968.958.333.333.333,11.8,7.5,NA,1751,1005787,174.092.526.548.862,NA,19.04,55.62,84.75,NA,15.62,NA,NA,2020-01-10
3039,2020-01-11,NA,NA,768.333.333.333.333,NA,NA,796.458.333.333.333,11.7,5,NA,612,422056,1.450.044.543.852,NA,11.67,32.12,49.54,NA,13.67,NA,NA,2020-01-11
3040,2020-01-12,NA,NA,799.583.333.333.333,NA,NA,730.833.333.333.333,12.9,3.2,NA,450,333608,134.888.851.586.293,NA,25.21,42.71,81.12,NA,19.67,NA,NA,2020-01-12
3041,2020-01-13,NA,NA,688.541.666.666.667,NA,NA,837.083.333.333.333,12.8,4.2,NA,2790,1448437,192.621.425.716.134,NA,40.46,62,123.75,NA,24.29,NA,NA,2020-01-13
3042,2020-01-14,NA,NA,745.208.333.333.333,NA,NA,882.916.666.666.667,14.8,3.5,NA,2267,1215875,186.450.087.385.628,NA,75.09,68.96,183.52,NA,31.16,NA,NA,2020-01-14
3043,2020-01-15,NA,NA,764.375,NA,NA,869.791.666.666.667,14.4,4.1,NA,2234,1245276,179.397.980.849.225,NA,63.58,68.67,165.75,NA,37.5,NA,NA,2020-01-15
3044,2020-01-16,NA,NA,78.375,NA,NA,102.958.333.333.333,14.7,5.2,NA,2103,1136568,185.030.724.074.582,NA,43.96,62.25,129.5,NA,34,NA,NA,2020-01-16
3045,2020-01-17,NA,NA,676.875,NA,NA,1.270.625,17.9,8.4,NA,1962,1114962,175.970.122.748.578,NA,47.08,50.17,122.04,NA,29.67,NA,NA,2020-01-17
3046,2020-01-18,NA,NA,668.333.333.333.333,NA,NA,111.854.166.666.667,14.6,7.4,NA,617,408824,150.920.689.587.695,NA,9.54,41.46,55.88,NA,16.33,NA,NA,2020-01-18
3047,2020-01-19,NA,NA,46.5,NA,NA,110.270.833.333.333,12.3,9.3,NA,370,271197,136.432.187.671.693,NA,3.79,16.42,21.92,NA,16.12,NA,NA,2020-01-19
3048,2020-01-20,NA,NA,554.583.333.333.333,NA,NA,974.583.333.333.334,11.1,7.9,NA,3004,1527181,196.702.290.036.348,NA,2.33,9.25,12.29,NA,18.21,NA,NA,2020-01-20
3049,2020-01-21,NA,NA,921.875,NA,NA,107.583.333.333.333,12.5,7.8,NA,2071,1132640,182.847.153.552.762,NA,2.29,14.12,17.5,NA,36.04,NA,NA,2020-01-21
3050,2020-01-22,NA,NA,942.916.666.666.667,NA,NA,128.145.833.333.333,14.5,9.7,NA,2393,1284683,186.271.632.768.551,NA,2.83,16.96,21.08,NA,55.29,NA,NA,2020-01-22
3051,2020-01-23,NA,NA,891.041.666.666.667,NA,NA,120.833.333.333.333,14.8,8,NA,2409,1292589,186.370.145.498.685,NA,20.29,41.04,71.54,NA,68,NA,NA,2020-01-23
3052,2020-01-24,NA,NA,844.375,NA,NA,102.541.666.666.667,16,6.1,NA,2296,1215826,18.884.281.138.913,NA,72,55.62,165.58,NA,93.29,NA,NA,2020-01-24
3053,2020-01-25,NA,NA,847.291.666.666.667,NA,NA,1.165.625,14.4,8.9,NA,577,397715,145.078.762.430.384,NA,25.21,39.08,77.54,NA,78.21,NA,NA,2020-01-25
3054,2020-01-26,NA,NA,867.083.333.333.333,NA,NA,116.395.833.333.333,16.7,8.3,NA,430,289632,148.464.258.093.028,NA,11.83,33.58,51.42,NA,43.88,NA,NA,2020-01-26
3055,2020-01-27,NA,NA,694.166.666.666.667,NA,NA,1.121.875,15.8,7.1,NA,3465,1669793,20.751.075.133.265,NA,19.43,48.76,78.29,NA,30.88,NA,NA,2020-01-27
3056,2020-01-28,NA,NA,690.208.333.333.333,NA,NA,128.666.666.666.667,17.9,7.9,NA,2832,1445723,195.888.147.314.527,NA,18.58,43.71,71.75,NA,17.16,NA,NA,2020-01-28
3057,2020-01-29,NA,NA,886.875,NA,NA,1.111.875,15,7.8,NA,2539,1335342,190.138.556.264.987,NA,44.92,50,118.25,NA,25.88,NA,NA,2020-01-29
3058,2020-01-30,NA,NA,822.083.333.333.333,NA,NA,130.770.833.333.333,19.2,8.1,NA,2377,1275902,186.299.574.732.229,NA,58.83,46.12,135.96,NA,27.5,NA,NA,2020-01-30
3059,2020-01-31,NA,NA,865.217.391.304.348,NA,NA,116.913.043.478.261,18.2,9.4,NA,2305,1217310,189.351.931.718.297,NA,82.17,59.17,184.62,NA,35.75,NA,NA,2020-01-31
3060,2020-02-03,NA,NA,75,NA,NA,161.714.285.714.286,21.8,11.8,NA,3311,1613320,205.228.968.834.453,NA,62.33,54.79,149.92,NA,36.33,NA,NA,2020-02-03
3061,2020-02-04,NA,NA,712.291.666.666.667,NA,NA,153.395.833.333.333,20.4,12.5,NA,2603,1339441,194.334.800.860.956,NA,10.71,32.83,49,NA,47.75,NA,NA,2020-02-04
3062,2020-02-05,NA,NA,600.625,NA,NA,1.146.875,16.3,7.8,NA,2399,1322339,181.420.951.813.415,NA,18.17,44.96,72.46,NA,23.83,NA,NA,2020-02-05
