,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,o3,pm10,pm2.5,so2,data
11117,2008-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,15.83,57.96,81.88,37,29.71,NA,3.17,2008-09-30
11118,2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,7.27,51.27,62.05,34.64,29.45,NA,3.45,2008-10-01
11119,2008-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,29.78,65.3,110.35,23.57,29.74,NA,3.22,2008-10-02
11120,2008-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,8.96,39.87,52.96,33.3,20.7,NA,2.57,2008-10-03
11121,2008-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,6.55,37.68,47.32,30.68,17.68,NA,4.41,2008-10-04
11122,2008-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,9.74,43.87,58.43,29.26,22.61,NA,4.17,2008-10-05
11123,2008-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,29.5,63.17,108,22.29,55.38,NA,4.83,2008-10-06
11124,2008-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,28.7,64.43,108.3,26.04,37.83,NA,3.3,2008-10-07
11125,2008-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,13.88,48.04,68.83,29.79,15.04,NA,2.38,2008-10-08
11126,2008-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,28.75,47.65,91.45,12.95,25.65,NA,3.1,2008-10-09
11127,2008-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,14.41,39.73,61.41,46.36,27.59,NA,2.23,2008-10-10
11128,2008-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,15.17,43.54,66.62,38.12,26.04,NA,2.21,2008-10-11
11129,2008-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1.54,15.42,17.17,67.71,27.12,NA,1.5,2008-10-12
11130,2008-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,18.33,45.83,73.58,27.54,54.08,NA,1.92,2008-10-13
11131,2008-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,45.76,56.57,126.57,12.18,78.25,NA,2.45,2008-10-14
11132,2008-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,33.48,60.96,112.09,17.04,86.48,NA,2.39,2008-10-15
11133,2008-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,34.46,65.58,118,19.5,101.29,NA,3.42,2008-10-16
11134,2008-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,13.58,36.54,56.79,40.79,36.67,NA,2.33,2008-10-17
11135,2008-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.67,45.67,50.67,34,4.67,NA,1,2008-10-18
11136,2008-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,17.5,51.43,78.07,NA,31.38,NA,02.07,2008-10-20
11137,2008-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,34,64.13,115.74,NA,41.83,NA,3.43,2008-10-21
11138,2008-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,38.83,62.54,121.67,NA,31.96,NA,3.54,2008-10-22
11139,2008-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,26.38,47.08,87.08,1,14.67,NA,3.17,2008-10-23
11140,2008-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,31.33,49.96,97.33,14.92,27.21,NA,3.54,2008-10-24
11141,2008-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,15.41,52.32,75.5,19.91,23.45,NA,3.23,2008-10-25
11142,2008-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,14,51.5,72.46,23.12,22.67,NA,5.42,2008-10-26
11143,2008-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,31.91,77.43,125.87,17.65,34.3,NA,4.96,2008-10-27
11144,2008-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,37.46,70.46,127.38,5.88,16.5,NA,3.17,2008-10-28
11145,2008-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,15.54,54.29,77.67,17.5,7.58,NA,2.62,2008-10-29
11146,2008-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,32.5,59.71,108.88,19.5,18.12,NA,3.88,2008-10-30
11147,2008-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,40.75,62.5,124.5,15.58,20.58,NA,4,2008-10-31
11148,2008-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,14.38,50.79,72.17,30.08,20.17,NA,3.54,2008-11-01
11149,2008-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,3.32,29,33.45,41.55,26.91,NA,2.68,2008-11-02
11150,2008-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,23.5,54.79,90.33,21.46,14.04,NA,4.5,2008-11-03
11151,2008-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,28.88,60.96,104.83,9,20,NA,4.5,2008-11-04
11152,2008-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,16.88,48.71,74.12,16.67,17.79,NA,3.29,2008-11-05
11153,2008-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,72.48,69.43,180.38,7.24,40.2,NA,4.57,2008-11-06
11154,2008-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,37.96,62.88,120.58,8.79,30,NA,4.96,2008-11-07
11155,2008-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,25.09,53.82,91.86,7.32,25.27,NA,5.5,2008-11-08
11156,2008-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,21.96,49,82.13,13.74,20.13,NA,5.91,2008-11-09
11157,2008-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,44.5,69.5,137.17,12.58,31.17,NA,06.08,2008-11-10
11158,2008-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,59.71,77.83,168.96,8.5,36.75,NA,7.12,2008-11-11
11159,2008-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,51.33,63.75,142.17,4.88,24.67,NA,4.71,2008-11-12
11160,2008-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,37.73,53.23,110.68,10.91,22.79,NA,04.05,2008-11-13
11161,2008-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,49.04,62.83,137.5,10.71,27.17,NA,03.08,2008-11-14
11162,2008-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,45.12,61.83,130.71,8.46,30.21,NA,4.62,2008-11-15
11163,2008-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,16.22,43.83,68.52,15.17,21.83,NA,2.48,2008-11-16
11164,2008-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,24.67,48.21,85.75,8.17,21.29,NA,2.92,2008-11-17
11165,2008-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,53.29,53.33,134.71,6.75,32.25,NA,4.25,2008-11-18
11166,2008-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,45.12,57.08,125.88,5.33,31.42,NA,3.88,2008-11-19
11167,2008-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,21.57,43.78,76.7,9.65,22.91,NA,02.04,2008-11-20
11168,2008-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,23.88,45.83,82.21,12.42,22.12,NA,1.79,2008-11-21
11169,2008-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,18.39,36.91,64.87,24.91,19.57,NA,1.78,2008-11-22
11170,2008-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,04.04,32.21,37.88,27.92,13.62,NA,2.71,2008-11-23
11171,2008-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,12.25,43.33,61.58,25.29,23.67,NA,1.83,2008-11-24
11172,2008-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,13.45,44.36,64.36,21.64,23,NA,1.82,2008-11-25
11173,2008-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,42.38,61.62,126.43,08.05,22.81,NA,2.9,2008-11-26
11174,2008-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,37.96,63.17,120.92,06.08,24.83,NA,3.33,2008-11-27
11175,2008-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,19.18,45.09,74.45,17.27,15.05,NA,1.55,2008-11-28
11176,2008-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,37.86,64.68,122.18,12.09,17.55,NA,2.64,2008-11-29
11177,2008-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,5.86,37.43,45.71,30.43,8,NA,1.86,2008-11-30
11178,2008-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,9.4,35.1,49.1,30.65,11,NA,1.45,2008-12-01
11179,2008-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,27.09,50,91,10.59,26.05,NA,02.09,2008-12-02
11180,2008-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,18.77,45.23,73.5,19.09,14.41,NA,1.82,2008-12-03
11181,2008-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,32.14,54.9,103.71,10.38,18.38,NA,3,2008-12-04
11182,2008-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,38.68,54.68,89.43,17.77,20.59,NA,2.64,2008-12-05
11183,2008-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,21.6,51.45,84.1,16.9,19.55,NA,2.4,2008-12-06
11184,2008-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,23.29,37.54,72.67,23.25,20.96,NA,2.38,2008-12-07
11185,2008-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,3.65,31.3,36.22,30.17,12.96,NA,01.08,2008-12-08
11186,2008-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,45.33,61.92,130.71,10.96,17.04,NA,1.67,2008-12-09
11187,2008-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,32.9,51.24,101.48,14.71,16.35,NA,2.17,2008-12-10
11188,2008-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,22.42,57.58,91.32,13.16,15.11,NA,2.89,2008-12-11
11189,2008-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,83.09,74.52,201.61,5.78,30.61,NA,04.09,2008-12-12
11190,2008-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,27.21,55.42,96.71,13,17.25,NA,3.17,2008-12-13
11191,2008-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,8.14,35.43,47.57,25.19,8.1,NA,02.05,2008-12-14
11192,2008-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,22.73,54.77,88.95,10,13.73,NA,2.32,2008-12-15
11193,2008-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,77.33,70.71,188.88,8.33,18.79,NA,3.17,2008-12-16
11194,2008-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,68.87,68.65,173.74,6.75,27.25,NA,3.25,2008-12-17
11195,2008-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,65.76,66.29,166.47,8.11,31.17,NA,3.61,2008-12-18
11196,2008-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,40.96,63.61,126.17,9.54,29.21,NA,3.58,2008-12-19
11197,2008-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,20.26,47.84,78.79,12.6,19.3,NA,03.05,2008-12-20
11198,2008-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,37.87,54.26,111.96,6.17,25.46,NA,3.17,2008-12-21
11199,2008-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,125.25,75,199.35,3.33,43.48,NA,4.81,2008-12-22
11200,2008-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,99.73,71.27,224,04.09,43.09,NA,4.78,2008-12-23
11201,2008-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.04,59,160.04,7.29,35.96,NA,04.04,2008-12-24
11202,2008-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19,35.76,47.9,17.95,16.64,NA,3.86,2008-12-25
11203,2008-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,28.39,36.26,22.17,14.43,NA,2.17,2008-12-26
11204,2008-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,10.22,12.74,52.29,25.33,NA,1.92,2008-12-27
11205,2008-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,15,17.52,50,21.79,NA,1.75,2008-12-28
11206,2008-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.83,55.39,89.78,9.88,22.25,NA,02.04,2008-12-29
11207,2008-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09,60.17,135.13,4.25,24.67,NA,8.29,2008-12-30
11208,2008-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.83,70.65,186.3,4.67,26.67,NA,6.5,2008-12-31
11209,2009-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.43,45.09,83.43,9.67,23.83,NA,3,2009-01-01
11210,2009-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.48,49.3,120.39,03.08,25.75,NA,05.04,2009-01-02
11211,2009-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,36.91,69.22,12.21,18.12,NA,2.29,2009-01-03
11212,2009-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.04,31.3,38.65,25.88,13.17,NA,2.33,2009-01-04
11213,2009-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26,32.09,45.61,27.79,12.5,NA,2,2009-01-05
11214,2009-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,41.87,61.96,15.96,13.08,NA,2.29,2009-01-06
11215,2009-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.43,50.13,81,10.67,14.79,NA,2.12,2009-01-07
11216,2009-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.22,57.26,124.65,9.83,31.92,NA,3.46,2009-01-08
11217,2009-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,31.3,62.09,109.7,8.54,18.79,NA,2.92,2009-01-09
11218,2009-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,16.35,53.22,77.78,19.58,11.54,NA,2,2009-01-10
11219,2009-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,9.74,36.7,51.04,14.38,13.08,NA,2.17,2009-01-11
11220,2009-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,32.96,49.65,99.83,12.08,17.08,NA,2.5,2009-01-12
11221,2009-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,40.91,55.09,117.74,8.96,22.25,NA,2.92,2009-01-13
11222,2009-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,16.83,47.65,73.22,13.33,15.71,NA,2.12,2009-01-14
11223,2009-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,32.52,52.87,102.17,14.67,21.54,NA,2.5,2009-01-15
11224,2009-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,56.6,66.75,153.3,11.43,29.38,NA,3.17,2009-01-16
11225,2009-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,40.26,69.43,130.78,9.42,29.33,NA,04.08,2009-01-17
11226,2009-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,12.96,58.39,77.74,15.29,16.96,NA,3.12,2009-01-18
11227,2009-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,82.3,84.61,164.52,4.29,31.71,NA,5.25,2009-01-19
11228,2009-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,14.13,55.7,76.87,25.54,11.21,NA,2.17,2009-01-20
11229,2009-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,32.04,58.33,106.92,17.04,19.25,NA,2.54,2009-01-21
11230,2009-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,20.58,56.92,88.08,15.38,15.71,NA,2.42,2009-01-22
11231,2009-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,60.5,59.82,132.33,8.25,18.25,NA,3.25,2009-01-23
11232,2009-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,4.33,20.21,26.5,33.46,26.67,NA,02.04,2009-01-24
11233,2009-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4.83,31.75,38.92,39.58,9.67,NA,2.75,2009-01-25
11234,2009-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,8.96,33.08,46.42,37.08,10.08,NA,2,2009-01-26
11235,2009-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,11.96,41.08,59.04,30.83,13.29,NA,2.25,2009-01-27
11236,2009-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,34.39,66.22,118.61,13.74,23.96,NA,3.39,2009-01-28
11237,2009-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,47.21,68.54,140.33,11.71,32.92,NA,4.42,2009-01-29
11238,2009-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,34.58,62.83,115.33,11.08,30.12,NA,3.88,2009-01-30
11239,2009-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,12.33,56.21,74.67,14.83,13,NA,3.5,2009-01-31
11240,2009-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,3.12,31.96,36.38,35.58,8.54,NA,2.62,2009-02-01
11241,2009-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,26.12,55.21,95,20.67,13.42,NA,2.12,2009-02-02
11242,2009-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,33.25,62.04,112.75,6.92,18.71,NA,2.83,2009-02-03
11243,2009-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,55.04,73.04,133.13,8.54,28.62,NA,4.42,2009-02-04
11244,2009-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,87.41,93.14,210.86,4.46,33.38,NA,3.96,2009-02-05
11245,2009-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,63.25,67.21,163.71,12.04,25.83,NA,3.62,2009-02-06
11246,2009-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,5,26.25,33.38,36.75,7.88,NA,2,2009-02-07
11247,2009-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,04.08,27.92,33.62,45.38,7.17,NA,2.17,2009-02-08
11248,2009-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,45.67,64.46,134.12,08.04,25.62,NA,4.12,2009-02-09
11249,2009-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,8.81,34.05,47.38,35.38,13.9,NA,02.05,2009-02-10
11250,2009-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,15.5,45.12,68.38,29.08,12.88,NA,02.08,2009-02-11
11251,2009-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,18.53,58.11,86.37,21.22,17.57,NA,3.38,2009-02-12
11252,2009-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,24.09,61.39,98,22.62,19.42,NA,3.38,2009-02-13
11253,2009-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,19.78,46.04,76,26.22,23.7,NA,2.7,2009-02-14
11254,2009-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2.7,30.4,33.95,40.85,11.75,NA,3.15,2009-02-15
11255,2009-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,13.79,53.04,73.67,29.5,21.21,NA,04.04,2009-02-16
11256,2009-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,24.81,70.29,108.05,14.33,34.86,NA,3.71,2009-02-17
11257,2009-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,23.71,65.79,101.54,19.75,32.58,NA,3.71,2009-02-18
11258,2009-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,40.96,71.96,134.54,17.62,38.62,NA,6.5,2009-02-19
11259,2009-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,14.48,47.96,69.83,39.22,23.52,NA,2.52,2009-02-20
11260,2009-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,20.29,59.88,90.46,24.25,31.67,NA,2.96,2009-02-21
11261,2009-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,9.67,51.38,65.96,30.54,26.33,NA,2.42,2009-02-22
11262,2009-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,21.46,67.75,100.17,19.46,30.17,NA,8.62,2009-02-23
11263,2009-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,18.65,58,86.22,28,29.13,NA,3.57,2009-02-24
11264,2009-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,30.39,58.65,104.83,32.78,29.09,NA,3.43,2009-02-25
11265,2009-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,55.59,80.95,165.91,13.91,53.68,NA,4.8,2009-02-26
11266,2009-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,69.41,89.14,195.45,10.24,56.65,NA,6.87,2009-02-27
11267,2009-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,39.54,66.67,126.92,22.46,40.08,NA,4.42,2009-02-28
11268,2009-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.75,55.04,63.5,27.67,22.42,NA,5.67,2009-03-01
11269,2009-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,32.62,62.38,112,13.67,31,NA,4.42,2009-03-02
11270,2009-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,18.46,50.29,78.04,31.54,17.04,NA,1.92,2009-03-03
11271,2009-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,15.67,55.83,79.46,29.58,12.12,NA,2.21,2009-03-04
11272,2009-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,6.32,33.5,42.5,53.27,9.32,NA,1.55,2009-03-05
11273,2009-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,9.81,40.48,55.24,48.14,12.57,NA,2.1,2009-03-06
11274,2009-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,19.7,59.13,89.09,29.61,19.57,NA,2.61,2009-03-07
11275,2009-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,19.96,54.17,84.26,28.52,21.83,NA,2.91,2009-03-08
11276,2009-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,11.7,42.7,60.26,34.57,25,NA,02.04,2009-03-09
11277,2009-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,11.42,53.33,70.75,39.29,26.54,NA,3.75,2009-03-10
11278,2009-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,32,59.71,108.25,23.54,27.29,NA,3.12,2009-03-11
11279,2009-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,39.52,66.38,126.81,18.17,35.04,NA,2.91,2009-03-12
11280,2009-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,46.54,87.54,158.21,16.5,50.67,NA,4.58,2009-03-13
11281,2009-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,27.46,74.38,115.83,25.29,42.5,NA,3.5,2009-03-14
11282,2009-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,11.3,67.09,83.87,31.3,33.35,NA,3.83,2009-03-15
